project_id,project_name,repo_url,resolved_commit,commit_source,effort_since,effort_until,actual_duration_months,duration_plausible,ksloc_code,ksloc_code_raw,generated_loc_excluded,generated_files_n,ksloc_all,pm_mid,pm_low,pm_high,active_dev_days,total_commits,distinct_authors,effort_reliable,top_langs,planned_fte,planned_duration_months,planned_pm,cost_usd,status,error_msg,new_sloc,adapted_sloc,adapted_fraction,cm_observed,aam,equivalent_sloc
uke_protocol,uke_protocol,https://github.com/Uke-Messaging/uke,37cf6b81f3e32fb4e3664771d780bba1ea14ea48,cutoff,2022-07-29,2022-11-22,3.81,1,1.7680,1.7680,0,0,34.6680,0.8421,0.2631,3.0,16,27,1,0,"{""JSON"": 32285, ""TypeScript"": 1690, ""Markdown"": 217, ""SCSS"": 205, ""HTML"": 171}",3,3,9.00,30000,OK,,,,,,,
unified_collator_node_deployment,unified_collator_node_deployment,https://github.com/for-parity-with-love/unified-collator-node-deployment,33b7af8645f265544bd8ccf8532ac98b99bd0e7a,cutoff,2023-01-18,2023-03-20,2.0,1,0.1620,0.1620,0,0,1.6450,1.2105,0.4211,5.0,23,60,2,1,"{""HCL"": 843, ""YAML"": 388, ""Bourne Shell"": 162, ""JSON"": 150, ""Markdown"": 102}",,2.5,,24500,OK,,,,,,,
universaldot.me,universaldot.me,https://github.com/UniversalDot/pallets,7eff26021bcf4aa92433cf619dfa5cee8505b13e,cutoff,2021-07-26,2022-03-28,8.05,1,2.9930,2.9930,0,0,3.7490,0.5263,0.194,2.0,10,49,1,0,"{""Rust"": 2993, ""TOML"": 612, ""Markdown"": 135, ""JSON"": 9}",2.5,4,10.00,35000,OK,,,,,,,
upgradeability,upgradeability,https://github.com/trustfractal/ink-upgrade-template,053dc294598c6134b2d1c83d7b1e009ed2c0f07d,cutoff,2021-03-25,2021-03-25,0.0,0,0.3740,0.3740,0,0,0.9190,0.0,0.0,0.0,0,0,0,0,"{""Markdown"": 398, ""Rust"": 374, ""TOML"": 143, ""make"": 4}",,,,,OK,,,,,,,
validated_streams,validated_streams,https://github.com/comrade-coop/validated-streams,f0acdceb66846ab001e652a14a38a71a7ec6b05c,cutoff,2022-10-14,2023-06-26,8.38,1,4.3570,4.3740,17,1,5.0880,4.3684,1.4405,17.0,83,166,5,1,"{""Rust"": 3715, ""Bourne Shell"": 393, ""TOML"": 302, ""C#"": 249, ""Markdown"": 176}",1,3,3.00,10000,OK,,,,,,,
Validator_Monitoring_Service,Validator_Monitoring_Service,https://github.com/p2p-org/polkadot_monitoring_service,f22ecc9abc6a9d784e4b76b36c7e70f2ae70f1f4,cutoff,2023-06-01,2024-03-19,9.59,1,3.4450,3.4450,13,1,15.4940,3.0,0.9971,24.0,57,125,4,1,"{""JSON"": 5823, ""Text"": 5213, ""Python"": 1947, ""Go"": 1498, ""YAML"": 758}",1.5,2,3.00,29000,OK,,,,,,,
validators_selection,validators_selection,https://github.com/miepsik/validators_selection,0c153ece516a2050a2aa53cac341ec47bba6e5da,cutoff,2023-01-17,2023-03-06,1.58,1,0.5790,0.5790,0,0,0.7470,0.3158,0.0881,3.0,6,7,1,0,"{""Python"": 579, ""Markdown"": 106, ""CSV"": 36, ""Text"": 19, ""Dockerfile"": 7}",1,,,9000,OK,,,,,,,
validators_selection1,validators_selection1,https://github.com/miepsik/validators_selection,ed3c3ba1bcd74e06fe763bd232f2292ec081a0b8,cutoff,2023-01-17,2023-01-17,0.0,0,0.5630,0.5630,0,0,0.7010,0.0526,0.0132,1.0,1,1,1,0,"{""Python"": 563, ""Markdown"": 87, ""CSV"": 36, ""Text"": 8, ""Dockerfile"": 7}",1,,,9000,OK,,,,,,,
ventur,ventur,https://github.com/Popular-Coding/ventur,1658323b1500126cdf6b0904bbd7376fa7e3a512,cutoff,2022-09-17,2023-01-13,3.88,1,5.2900,5.2900,0,0,7.1460,1.9474,0.7585,6.0,37,98,3,1,"{""Rust"": 5246, ""Markdown"": 906, ""TOML"": 368, ""YAML"": 356, ""SVG"": 123}",4,2,8.00,30000,OK,,,,,,,
vera_defi_phase,vera_defi_phase,https://github.com/veradefi/defi,,,,,,,,,,,,,,,,,,,,1.5,,,6000,ERROR,"git clone failed: fatal: could not read Username for 'https://github.com': No such device or address
",,,,,,
walt-id_nft-infra,walt-id_nft-infra,https://github.com/walt-id/waltid-nftkit,ab576ddbb05f46a6595750bbd0740f3834440888,cutoff,2022-01-24,2023-04-26,15.01,1,33.6940,36.2020,2508,6,36.8910,6.7895,2.231,29.0,129,271,7,1,"{""TypeScript"": 15066, ""JavaScript"": 13758, ""Kotlin"": 4586, ""JSON"": 2475, ""YAML"": 343}",,,,,OK,,,,,,,
wasmedge_substrate,wasmedge_substrate,https://github.com/WasmEdge/WasmEdge,546dd73b12c555a4f88d5e3b213adeb658a1c7dd,cutoff,2019-06-25,2022-09-20,38.86,0,99.6470,100.6030,956,2,170.8840,56.6842,19.8827,297.0,1077,2179,97,1,"{""C++"": 47907, ""Markdown"": 33788, ""C/C++ Header"": 29868, ""WebAssembly"": 28774, ""Rust"": 19129}",,,,,OK,,,,,,,
wasm-opt-for-rust,wasm-opt-for-rust,https://github.com/brson/wasm-opt-rs,446835753ce7937e43258010ea414a985a6cff9a,cutoff,2022-07-17,2022-10-27,3.35,1,3.6280,3.6280,0,0,17.8100,5.1579,2.2694,9.0,98,374,3,1,"{""WebAssembly"": 12392, ""Rust"": 3316, ""Markdown"": 1579, ""C/C++ Header"": 284, ""YAML"": 127}",0.4,,,30000,OK,,,,,,,
wasm_runtimes_fuzzing,wasm_runtimes_fuzzing,https://github.com/pventuzelo/wasm_runtimes_fuzzing,7b47782f01187571446f2f2d376a1d6183ee68ff,commit,2020-03-24,2020-07-16,3.75,1,1.7530,1.7530,0,0,2.9270,1.3158,0.5452,4.0,25,72,1,0,"{""Rust"": 1753, ""Markdown"": 811, ""YAML"": 119, ""TOML"": 96, ""make"": 83}",,3,,4,OK,,,,,,,
Web3Box,Web3Box,https://github.com/web3box-labs/apps,44ebd1972348d81c046c93163c0a2f5a4c7dcc6f,cutoff,2022-11-04,2023-02-07,3.12,1,4.2650,4.2650,0,0,5.9700,0.2105,0.0571,3.0,4,5,2,0,"{""JavaScript"": 4265, ""SCSS"": 1241, ""JSON"": 280, ""CSS"": 151, ""HTML"": 19}",2,,,10000,OK,,,,,,,
web3-compatible-api,web3-compatible-api,https://github.com/PureStake/moonbeam,aa712eb49c86a9c08765a2a15a67d1d9b65e1e60,cutoff,2020-02-20,2020-07-21,4.99,1,1.8120,1.8120,0,0,10.4120,2.0,0.6938,8.0,38,79,3,1,"{""JSON"": 8245, ""Rust"": 1551, ""TOML"": 220, ""TypeScript"": 121, ""JavaScript"": 87}",2,,,2,OK,,,,,,,
Web3Go,Web3Go,https://github.com/web3go-xyz/web3go-xyz-v2,cb7e5af594552e993f5ce185e4d5746d67431dcb,cutoff,2022-09-27,2023-03-22,5.78,1,301.9070,301.9070,278671,41,575.3140,7.5789,3.3143,25.0,144,334,7,1,"{""Clojure"": 163461, ""JavaScript"": 125024, ""JSX"": 92054, ""TypeScript"": 83998, ""Text"": 48511}",2,3,6.00,40000,OK,,,,,,,
webb_extended_mixer,webb_extended_mixer,https://github.com/webb-tools/webb-dapp,c6272bbef889ec5e456d6f2244136940c2d7dae9,cutoff,2021-01-20,2022-06-28,17.21,1,25.3810,25.3810,0,0,27.6150,9.7368,3.2624,51.0,185,318,9,1,"{""TypeScript"": 24773, ""JSON"": 906, ""JavaScript"": 602, ""SVG"": 540, ""HTML"": 294}",,,,,OK,,,,,,,
Webb_Mixer,Webb_Mixer,https://github.com/webb-tools/anon,b286f76ecd69a5e0e8a3ff5aa3a66dbad6479af7,cutoff,2019-08-29,2021-04-28,19.97,1,13.8010,14.1760,375,4,14.7970,4.3158,1.4596,21.0,82,150,4,1,"{""Rust"": 9346, ""JavaScript"": 3371, ""Solidity"": 598, ""TOML"": 560, ""TypeScript"": 346}",5,4,20.00,100000,OK,,,,,,,
Webb_Mixer_Extended,Webb_Mixer_Extended,https://github.com/webb-tools/anon,643bf33256f504a2a84b76c0572b5c63397fa0f0,cutoff,2019-08-29,2021-10-14,25.53,0,13.0050,13.3800,375,4,13.9900,5.2632,1.8202,29.0,100,179,4,1,"{""Rust"": 12950, ""TOML"": 704, ""YAML"": 131, ""Markdown"": 118, ""Bourne Shell"": 55}",5,4,20.00,100000,OK,,,,,,,
WeTEE,WeTEE,https://github.com/wetee-dao/chain,f592a3fd1c269aafcd8bf9bb8ea182de8492af32,cutoff,2023-11-20,2024-04-12,4.73,1,11.8130,12.0340,341,6,13.8850,3.1053,1.1757,8.0,59,108,3,1,"{""Rust"": 11722, ""Markdown"": 1031, ""TOML"": 1013, ""Bourne Shell"": 91, ""Dockerfile"": 28}",2,3.5,7.00,21000,OK,,,,,,,
whiteflag-on-fennel-protocol,whiteflag-on-fennel-protocol,https://github.com/fennelLabs/Fennel-Protocol,29d21e896e7e735a07d385bcd8eb1c2167aa3246,cutoff,2020-11-17,2022-04-05,16.56,1,2.1670,2.2950,128,3,2.6690,1.0526,0.2966,10.0,20,37,2,1,"{""Rust"": 2096, ""TOML"": 306, ""Markdown"": 133, ""YAML"": 42, ""Bourne Shell"": 41}",3,3,9.00,50000,OK,,,,,,,
wika_network,wika_network,https://github.com/randombishop/wika_etl,9674ea8bce3054a8ec30ca757a53c1f441a4d45a,cutoff,2021-12-08,2022-03-09,2.99,1,1.1300,1.1300,164,2,1.6180,0.6316,0.2456,6.0,12,35,3,1,"{""TypeScript"": 976, ""Markdown"": 236, ""YAML"": 165, ""JavaScript"": 154, ""JSON"": 58}",1,3,3.00,15000,OK,,,,,,,
Xcavate,Xcavate,https://github.com/XcavateBlockchain/MVP_Lending_Pool,b3e04707cc26a187398d7732600c83c9fb9e7add,cutoff,2023-04-28,2023-09-12,4.5,1,3.2260,3.4350,209,1,4.0400,2.1053,0.7503,9.0,40,59,2,1,"{""Rust"": 3188, ""TOML"": 454, ""Markdown"": 212, ""JSON"": 68, ""YAML"": 66}",4,2,8.00,8500,OK,,,,,,,
xcm-domain-service,xcm-domain-service,https://github.com/azero-id/xcm-domain-service,599c5a150785a3b003b4e256f2c9ef5be0b1240d,cutoff,2023-09-05,2023-10-17,1.38,1,2.6280,2.6280,0,0,10.9750,0.5789,0.2696,3.0,11,39,2,1,"{""JSON"": 8007, ""Rust"": 2548, ""TOML"": 207, ""Markdown"": 133, ""Bourne Shell"": 80}",1,2,2.00,30000,OK,,,,,,,
xcm-sdk,xcm-sdk,https://github.com/blockcoders/xcm-sdk,0d7c7feadd25cb81b766b9c0e0cede26015a86cf,cutoff,2022-10-03,2023-02-20,4.6,1,1.8790,1.8790,0,0,16.5400,1.1579,0.4562,7.0,22,49,3,1,"{""JSON"": 12018, ""Markdown"": 2454, ""TypeScript"": 1844, ""TOML"": 95, ""YAML"": 85}",3,6,18.00,64000,OK,,,,,,,
xcmsend,xcmsend,https://github.com/XcmSend/app-v0.0.1,9af8c9466435f1f38f6d85761400f3a5dbbba614,cutoff,2023-09-27,2023-10-31,1.12,1,9.4730,9.4910,18,9,77.3360,0.5263,0.181,2.0,10,19,1,0,"{""JSON"": 64951, ""JSX"": 4209, ""TypeScript"": 3344, ""JavaScript"": 1920, ""CSS"": 1469}",2,,,30,OK,,,,,,,
xcm-tools,xcm-tools,https://github.com/gmajor-encrypt/xcm-tools,a059e61f92cc0a44a2b9b039c1513fd23715c7c2,cutoff,2023-03-14,2023-09-25,6.41,1,2.0860,2.0860,0,0,2.3190,0.2105,0.0634,2.0,4,6,1,0,"{""Go"": 2086, ""Markdown"": 203, ""YAML"": 25, ""Dockerfile"": 5}",,1,,9000,OK,,,,,,,
xcm-tools-follow-up,xcm-tools-follow-up,https://github.com/gmajor-encrypt/xcm-tools,be79d3d59846fbedd9ec6fffe36b700fe884acf4,cutoff,2023-03-14,2024-08-27,17.48,1,3.9570,3.9570,0,0,5.3300,1.1053,0.3331,7.0,21,28,1,0,"{""Go"": 3957, ""JSON"": 961, ""Markdown"": 382, ""YAML"": 25, ""Dockerfile"": 5}",,1,,9000,OK,,,,,,,
xcnft,xcnft,https://github.com/paraspell-research/xcnft-pallet,c6682ecdf2fe9fdc51a678b028d77a0a4e33efa6,commit,2024-02-04,2024-11-04,9.0,1,7.1850,7.2170,32,1,7.6660,0.0,0.0,0.0,0,0,0,0,"{""Rust"": 7185, ""TOML"": 291, ""Markdown"": 165, ""Dockerfile"": 25}",1,6,6.00,30,OK,,,,,,,
xNFT,xNFT,https://github.com/antiers-solutions/xNFT,8b990bcfbe7d6c6ef04b0a39ee27d57eed722075,cutoff,2023-09-19,2024-02-28,5.32,1,2.4460,2.4460,0,0,2.7950,0.1579,0.0492,2.0,3,5,1,0,"{""Rust"": 2446, ""Markdown"": 259, ""TOML"": 90}",1,6,6.00,30,OK,,,,,,,
yatima,yatima,https://github.com/yatima-inc/yatima,d9f20f51bca748878b8561661fe8bc19a7dba609,head,2022-05-11,2023-04-20,11.3,1,8.5770,8.7280,151,1,8.7090,6.4211,1.9136,41.0,122,158,7,1,"{""Lean"": 8577, ""JSON"": 57, ""Markdown"": 47, ""YAML"": 28}",4,3,12.00,29999,OK,,,,,,,
yibanchen,yibanchen,https://github.com/YibanChen/yc-node,,,,,,,,,,,,,,,,,,,,2,,,25000,ERROR,"git clone failed: fatal: could not read Username for 'https://github.com': No such device or address
",,,,,,
yieldscan_phase,yieldscan_phase,https://github.com/yieldscan/yieldscan-frontend,495f4661fad49ae8ef4891a1132258eb0fabd307,cutoff,2020-06-08,2021-09-17,15.31,1,22.4170,22.4170,96,1,24.1960,5.4737,3.1697,19.0,104,596,3,1,"{""JavaScript"": 22417, ""SVG"": 623, ""Markdown"": 620, ""SCSS"": 422, ""JSON"": 91}",3,1.5,4.50,20000,OK,,,,,,,
Zaturn_generic-attestable-oracle-parachain,Zaturn_generic-attestable-oracle-parachain,https://github.com/Acurast/acurast-substrate,b85a649a1600988e56bc8cd185631b96dc9dfec7,cutoff,2022-06-15,2022-10-19,4.14,1,5.0780,5.0860,8,1,5.9030,1.0,0.3132,10.0,19,28,5,1,"{""Rust"": 5078, ""TOML"": 525, ""JSON"": 127, ""YAML"": 82, ""Markdown"": 51}",,,,,OK,,,,,,,
zeeve_larch,zeeve_larch,https://github.com/Zeeve-App/larch,30aa28681493d92cbdb5d1f56c11063790bc518f,commit,2023-02-27,2023-10-11,7.42,1,9.7760,9.7940,18,3,54.3650,5.8421,2.2109,21.0,111,227,7,1,"{""JSON"": 43390, ""TypeScript"": 9530, ""Markdown"": 477, ""SVG"": 318, ""JavaScript"": 246}",3,,,24000,OK,,,,,,,
zenlink,zenlink,https://github.com/zenlinkpro/whitepaper,fe5fa761ad9105454c8a69af4e8a616eaf828f49,cutoff,2020-08-16,2020-11-03,2.6,1,0.0000,0.0000,0,0,0.0090,0.2632,0.0833,3.0,5,12,1,0,"{""Markdown"": 9}",4,,,0,OK,,,,,,,
zenlink_dex_smart_contract,zenlink_dex_smart_contract,https://github.com/zenlinkpro/whitepaper,3af1af967dde202b0376ed84671de979da7693f5,cutoff,2020-08-16,2020-12-02,3.55,1,0.0000,0.0000,0,0,0.0100,0.3158,0.0965,4.0,6,13,1,0,"{""Markdown"": 10}",4,,,0,OK,,,,,,,
ZeroDAO_Network-millestone,ZeroDAO_Network-millestone,https://github.com/ZeroDAO/ZeroDAO-node,50e0ffc4f215fb26b593e3002a57bd546c6830ac,cutoff,2021-06-02,2021-11-17,5.52,1,8.6770,9.0830,487,5,9.5980,3.1053,1.6543,6.0,59,181,1,0,"{""Rust"": 8666, ""TOML"": 502, ""Markdown"": 194, ""JSON"": 132, ""YAML"": 58}",3.5,,,15000,OK,,,,,,,
zeropool-2-snjax,zeropool-2-snjax,https://github.com/zeropoolnetwork/fawkes-crypto,5149f041ab7fa9b037cf104c8360360da66db427,cutoff,2020-03-12,2023-04-10,36.93,0,8.7380,8.7380,0,0,9.0100,5.4211,2.1595,37.0,103,264,5,1,"{""Rust"": 8738, ""TOML"": 150, ""Markdown"": 106, ""YAML"": 16}",3,4,12.00,63000,OK,,,,,,,
zk-plonk,zk-plonk,https://github.com/AstarNetwork/plonk,8cbe9f822f6f60f9480b73eeb946d0a082f1e73e,cutoff,2021-06-18,2022-02-24,8.25,1,1.7470,1.7470,0,0,7.6990,1.4211,0.7339,7.0,27,113,2,1,"{""SVG"": 2692, ""HTML"": 1251, ""CSS"": 1092, ""JavaScript"": 949, ""Rust"": 798}",2,6.5,13.00,45000,OK,,,,,,,
zk-rollups,zk-rollups,https://github.com/PlasmNetwork/ZKRollups,b2ed9c58bf80eeae0d1cfa962751bda0ea5584c0,cutoff,2020-12-02,2021-03-18,3.48,1,0.2520,0.2520,0,0,0.6890,2.0526,1.317,5.0,39,199,2,1,"{""YAML"": 238, ""TypeScript"": 157, ""Markdown"": 119, ""Bourne Shell"": 75, ""JSON"": 65}",1,3,3.00,0,OK,,,,,,,
ZK-Snarks_with_Substrate_tutorial,ZK-Snarks_with_Substrate_tutorial,https://github.com/bright/zk-snarks-with-substrate,8f2315a50429fbb05efb71f9fe9f07aa546b1688,cutoff,2019-08-28,2023-01-26,40.97,0,2.9720,3.0010,29,1,4.5240,4.8947,1.328,58.0,93,117,29,1,"{""Rust"": 2919, ""Markdown"": 1056, ""TOML"": 237, ""JSON"": 188, ""YAML"": 57}",,,,,OK,,,,,,,
Zkverse,Zkverse,https://github.com/Zkvers/substrate-zk,1cf490ae4f7fea5c8fc91d4a5a9b579ab971f786,cutoff,2022-09-01,2023-04-17,7.49,1,2.4920,2.5080,16,1,3.0450,0.8947,0.2832,5.0,17,28,1,0,"{""Rust"": 2478, ""Markdown"": 288, ""TOML"": 249, ""YAML"": 16, ""Bourne Shell"": 14}",1,2.5,2.50,24000,OK,,,,,,,
zkwasm-rollups-transfer,zkwasm-rollups-transfer,https://github.com/KogarashiNetwork/Kogarashi,f368953a1f04adfc26bd77e06a864325884042a8,cutoff,2021-11-29,2024-02-13,26.48,0,12.2370,12.2370,0,0,12.8670,16.5789,8.1776,45.0,315,1137,4,1,"{""Rust"": 12237, ""Markdown"": 298, ""TOML"": 233, ""YAML"": 71, ""HTML"": 15}",2,5,10.00,20000,OK,,,,,,,
